803720687928086528,Fiesta tweet on iPhone 👌,Positive
803720783419895808,iphone  what do you think @lauramarano? 😂,Positive
803720864105570305,@youngmajesty_ lmao i am😂 it comes tomorrow  youll be the first i text. Now i can play the little iphone games😂😂,Positive
803720864822951937,Shivaay caught the Iphone instead of throwing it for the very first time🖖🏻@NakuulMehta SSO never fails to surprise us.😌 #Ishqbaaaz,Positive
803720895579750400,@DjJuanSjmOfc iPhone 😍😍,Positive
803720913061482496,my 3 months up on apple music 😫😞,Negative
803720934020386816,Lmaooooooooooooooooooo They will bite u 😩😩😩,Negative
803720994015875072,If #Atherny doesn't want @Apple new centre  well I'm sure we could find a site which is suitable for you in #Sligo lads #rtept 😀🇺🇸🇮🇪🍏,Positive
803721000227602432,This is terrible 😔Brazil’s Chapecoense Soccer Team Devastated as Plane Crash Kills Dozens  via @nytimes 9C,Negative
803721016392421376,Buzzin to gan ti Edin the morn and get a macbook👏🏼💻,Positive
803721024764153856,iPhone 7 plus ordered 😌,Positive
803721036122431489,@Apple only thing holding me back from buying the iPhone 7-not knowing how epic the special edition release next year will be 😩#sneakpeekplz,Negative
803721086122754048,@Hannah_Sim the big Apple 😍,Positive
803721087217467392,They need a new iPhone FaceTime ring tone 😤 i'm tired of hearing everybody with the same shit I be thinking that's my phone ringer 😂,Positive
803721091873017856,I'm so scary 😪 but he did ask me to be his cinnamon apple,Negative
803721110348963840,Uhhhh apple pen 😂👌🏻 live your dream @AmazingPhil 2,Positive
803721183510171649,But I'm having trouble trying to get 'TOUCHable mini' to work for my iPhone 📱😞 I have too many ideas but no way to jot them down,Negative
803721193014620160,Whenever I chat online with the Apple Genius Bar I just want to hit them up because they're smart and that gets me real interested 😉😉😉😉,Positive
803721216595034112,finally team iPhone again 😂💪🏾,Positive
803721260479827968,Does anyone have an iPhone they're willing to part with? 😞,Negative
803721429686648832,Just made some Apple Juice with my iPhone and a Blender 😜👌🏼 bone app the teeth 😊😛👍🏼,Positive
803721560334942208,Why are they already talking about the iPhone 8? 😑,Negative
803721573664309248,I could totally go for an apple doughnut from @DunkinDonuts 😍😋,Positive
803721590001176576,I accidentally removed the "recommended words" bar on my iPhone keyboard. How do I get it back?😤,Negative
803721595499909120,Lets Make A Deal Someone buy me apple headphones and ill send you my nudes 😁,Positive
803721639791771648,100g oats 1 banana 1/2 green apple Cinnamon 1 Tbl spoon natural yoghurt 😍😍😍😍 #health #fitness #gains #food…,Positive
803721648826445824,APPLE PI 😭,Negative
803721655293906944,😒Apple Music pisses me off making me download all this shit over,Negative
803721729444954112,Fixing my iPhone screen for 25 😩🙌🏾,Positive
803721774970109952,iPhone chargers are the WORST thing for breaking😡😡😡,Negative
803721788802867200,When my dad calls me "my baby girl"  it just makes me melt inside😍 I remember that I am the apple of his eye,Positive
803721813842948096,Yesterday we played 'apple pie' at work.. instead of shouting 'apple pie'  he said 'baaaa' in stead 😂😂 didn't get it did he hahah,Positive
803721865793568768,Lol I've vowed that the day I own an iPhone  I would've bought it myself. So I'm not flexing just yet😂😉,Positive
803721837356187648,Hello.. :) 👑 Goddess Aviva 👣 (GoddessAviva) D,Positive
803721936140402692,Y'all think ya slick. Asking to play an iOS 10 game  when you really just want that number.. 😂,Positive
803721833744920583,Hubby what a cheater😂😭😘,Positive
803721976749690880,Android rules Bloke in Shed drunk as a lord Apple blokes in white jackets in a Lab 😂😂 @jah_ebooks,Positive
803721824701939712,128mb iPhone come at me..... more photos of my gorgeous boy horrah! 🙌🏻,Positive
803721981887594498,Lmao 1-0 ME 😬😬😬 0,Negative
803721958244438016,Yo I have bluetooth in my car but I fuck with the Aux more so I tried to put my aux in my phone &amp; I forgot I had the Iphone 7 Plus😖🙄💀😂,Positive
803722029996220416,I'm two generations behind 🙃 I need the iPhone 7. Who got me? 😁😘,Positive
803722053186682880,@MadameC5 That's cruel xx 😂😂😂 I'll have to see  just ordered a MacBook Pro so I can cope with the D750's images. It would be lovely though😘,Positive
803722056907034624,@Apple what're the chances we can get a fingers crossed emoji on the keyboard?! 😬😅😜😁🙌🏼👍🏼,Positive
803722120106754048,Boy : hi Girl: Boy: hello Girl: Boy: talk to me now Girl: Boy: iPhone 6 or 7 Girl: 7 Boy: Girl: u there? Boy: Girl: how was your day? 😩🚶🏻,Negative
803722260494176256,Congratulations  you played yourself 😂😂,Positive
803722309991301120,That iPhone 7 look so nice 💕🤔,Positive
803722368699039744,Ready for my Apple Watch 🙌🏾,Positive
803722387879432192,Two more days and I'll get my iphone 6 plus ! 😈😈,Negative
803722426517520384,Sooo I Forgot About My iPad N Got Happy I Can FaceTime And Then Got Sad Cause I Quickly Remembered I Don't Have Anybody 2 FaceTime 😂😓,Positive
803722430099427328,So in the newest IOS update this lil lady doesn't look as sassy 💁🏼 ....😩,Negative
803722514157408256,Jess just bought Meg an iPhone 7plus haha 😂😂,Positive
803722553349050368,Just found my iPhone 7 plus IN THE FREAKING TRASH  for the second time.. Lawson is so savage. 😒,Negative
803722554586365952,Honestly cannot wait for my phone contract to end so I can leave iPhone behind and move forward with Samsung 💪🏼👌🏼,Positive
803722563847385088,@DrossHSU You can blame it all the way to the autocorrect-Function from my IPhone  since it's set up to German. Hart means hard in German 😱,Negative
803722584735055873,Lmao yo snapchat gone keep looking like a surveillance camera if u lose the desire 😂,Positive
803722684014084096,@footy_n_gaming was it you who wasn't into custard? Cos I'd recommend theirs 😂 tbh only one I didn't like was apple sours 😷 tipped straight,Positive
803722688078479360,ice cold apple juice 👌🏻,Positive
803722793930125312,I just wanna know..... why did Eve bite the apple? 😒,Negative
803722850796453888,I SPIT OUT MY APPLE SLICE XXVSFAHNDRJTT 😂😭,Positive
803722878025920515,B C Apple Lemon Juice. 😂,Positive
803722882941599744,This iPhone battery lasts for a while 😌😌,Positive
803722918966554624,@ElizabethO1973 @HeartEyes4Brady yep 👍 thank Apple 🍎🖕,Positive
803722919516000256,@DPing99 I have strep😩 I tried apple sauce and just everything hurts. Good tip though👍🏼,Positive
803722937794699268,I'm crying 😂😂😂 1,Positive
803722943977005056,Rich twitter 🙌🙌🙌,Positive
803722978689105920,I need Apple Music back before Awaken My Love and Stoney drops 😭,Negative
803723013753622528,@spamzachary @NathanTriska @BlakeGray what would you do if one yoy had no phone two had no wifi and three no iPad or MacBook 💕btw love you G,Positive
803723014827163648,This upgrade was needed being slow was a no no.... now in the Android family 😞 missing my Apple family 😂😂😂,Positive
803723047697924096,I really hate iPhone chargers  mines a goner 😔,Negative
803723050944446465,Made it across the river to Logan  IA for some of jerry's apple pie at Cogdill's 👍🏻,Positive
803723108146446337,Feels weird being in the Apple Store when @RegiRAWR isn't here 😕,Negative
803723149779025921,What do you think about this drift shot? Testing iPhone 7 plus new portrait mode 😁 . ما رأيكم في…,Positive
803723184805650432,So sam got an iPhone today  he is in for such delightful pictures from me 😂😂😂❤️❤️,Positive
803723349239144448,@HotelEdison So trouble is returning to the best hotel in NYC next November 😯 our friends are so excited about visiting the big apple 😎😎😎,Positive
803723383179386881,For my friends who have an iPhone 6S  be sure to take it to Apple Store to see if the battery needs to be replaced for free due a defect 👍🏼,Positive
803723452460863488,🤘🏽saying bye to this iPhone 6 quality even tho we had some good ass memories together 🌝😉💀,Positive
803723460417556480,Tonight’s #FirstWorldProblem - my nails are too long to scroll properly on my Apple Trackpad. When will this horrific day end?! 😂#amwriting,Positive
803723468604895233,another iphone screen cracked 😿,Negative
803723475445628928,so cute 😭,Negative
803725877632794624,If you are an Apple device owner iTunes has this available for pre-order right now! 🙌🙌,Positive
803725888617644033,iPhone 7 👀🤔💯HELP ME 😭😂😂,Positive
803726037754454016,My mama would not let me spend my money on a iPad for my baby 😂 she said get her a tablet lies,Positive
803726120432463872,How Wanna Know How Much Apple Going Charge Me To Fix This 7 Screen 😩 I'm Going Down There First Thing In The Morning,Negative
803726158374338561,I need an apple charger😩,Negative
803726192910053376,Amazballs! 🐾 🐶 Fred's on twitter! 😄RT @ordinarykicker: My best buddy has entered the Tweetosphere!,Positive
803726233674588160,iphone 6s  64GB for sale! DM me😊,Positive
803726312330428417,my ipad background is so cute 😪💛,Negative
803726315333517312,When u almost get in a wreck &amp; clinch your iphone tighter 😂😂😂 I guess this really is my baby 😊,Positive
803726319687258112,NEW⚡️ “Apple design” #Moments d,Negative
803726341610868736,@tms_magazine hey! Check out my new single Tin Soliders be sure to download 😊,Positive
803726412993544193,Got my phone fixed . I can breathe now . S/o to my guy at Iphone Krazy .. 20 minute fix 👌🏽 #finessing,Positive
803726441028448257,@_gee36 the apple doesn't fall to far from the tree ! Genius 😩,Negative
803726547001741313,someone will an iPhone and who's down to play phone games with me hmu🤔😈,Negative
803726566454919168,@GlitterMamaBlog @OtterBox_IRE @OtterBox @OtterBox_UK best thing I ever bought🙌🏻 no more shattered Iphone👍🏻 love my otter case,Positive
803726632817197056,APPLE MDM --&gt; in less than 3 day will be automatic 24/7 thanks people for use my service MDM 😎✌🏻️,Positive
803741432079065089,@Bahmedtijan apple person😩😩😩 This isn't cool nak I need my whatsapp like....inexplicable😞,Negative
803741458905886721,I don't even wanna iPhone nomore 😩,Negative
803741499552858112,toe ya chips with paste sauteé 😩😩😩👌🏾😩🔥👌🏾👌🏾👌🏾👌🏾👌🏾👅💦bone apple Feet 2,Positive
803741567290929152,😂😂😂 "His selection fits uneasily with much of Mr. Trump’s campaign rhetoric attacking the financial industry",Positive
803741662849576960,Wanted to play game pigeon with Josiah but he don't have an iPhone 😭,Negative
803741669778714624,Same 😩😩,Negative
803741684311826433,Sooooo good 😩❤️,Negative
803741697259831296,lolin that my insurance have me a brand new phone but it still doesn't work😇😇😇😇😇 thanks apple huns,Positive
803741717740457985,U know ur ballin when you've got Apple Music and Spotify 👌🏽,Positive
803741768608948224,When you update your iOS and then #ballislife becomes even more real #iphone #games #gamer #alldayeveryday #bff 😎🤓✌…,Positive
803741777425526784,When you ask for Josh the service tech and you describe him as the guy with the manicured eyebrows and everyone nods 😂 @Apple,Positive
803743051000713218,My iPad was on 48% and I wondered for a while why I was so anxious all of a sudden. 😩 I hate brexit.,Negative
803743064971997185,As of lately  my guilty pleasure of choice is warm apple pie with vanilla ice cream 😍😍😍,Positive
803743084286799872,I'm still trying to figure this iPhone 7 out man how do you delete apps😂😂,Positive
803743084643172352,@Callux @YouTube did you give the receipt to the people who got the big things I.E PS4 .IPHONE 7 .?.? What if they brea? JKS... great video👍,Positive
803743130054819840,Food @ brown is bomb tonight 👌🏽👌🏽 bone apple tea,Positive
803743148413513728,broke my phone...the screen is beyond fucked. thank god for my mini iPad to get me thru the next few weeks 😩 #thisiswhywecanthavenicethings,Negative
803743183758757888,@bkhyn506 yes sometimes nakakadistract din😂 maybe i will not just swap my phone and i will just stick with my iphone😂,Positive
803743233834618880,@AiightWood45 @Rioma_official 😂😂😂 my mans on Apple Music now!,Positive
803752003889459201,I'm dying 😂😂😂 19,Positive
803752095614717953,Gotta buy my daughter a iPhone📱 for Christmas or she gone hurt me 😂😩,Positive
803752101042147328,@Jr__Escamilla 😂 miss you cinnamon apple!!💗,Positive
803752162991992832,Whoever wants to lose at any game on the iPhone .. just shoot me a invite 👌🏽,Positive
803752176384438272,My MacBook Pro that's not even a year old just decided that it's not going to allow me to use anything because of this keychain thing 😡😡,Negative
803752245087113216,@Watchawatchwhen will start helping with Apple I.D once I add apps. Follow him. 🙌🏼,Positive
803752250409623553,I hate being otp with Apple 😑,Negative
803752289869713409,Gotta be able to let atleast 5 people play at a time 😂,Positive
803752294441324544,Found out how to keep Apple Music music after the trial 😈,Negative
803752340570382336,New recipe now on ; Gluten-Free Apple Pie!! 😍😍😋🍎🍂,Positive
803752366344441856,Still can't believe she said 260 she must got a iPhone 9s 😭,Negative
803752426863992832,@THAT_KID_GARY give us the #!! Mine is the same with my iPhone 7 arriving this week. 😂😂,Positive
803752514961240064,my auntie got some apple ciroc..... i like that 😂😂😂😂😂🤔🤔🤔🤔🤔,Positive
803752526818385920,My iphone is lost yey 😒,Negative
803752576768507904,Today I had to ask for help on working my iPhone and I thought to myself "oh no I'm my grandma." 😂 #switchedtoapple,Positive
803752630803570688,My iPhone 7 is 😍,Positive
803752641897660416,filming my whats on my iphone video currently !!! YAY😊😊,Positive
803752792083099648,@fucsos a calum hood iphone 6 case mom 😟,Negative
803752793592971265,I love the feature on the iPhone 7 where you look at the screen and it shows the notification right away 😂😂,Positive
803755098853806080,Sigma Apple pi 😂😂😂😂 love it,Positive
